Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,54661120,54661120,0,0.0468897819519043,995838,881994
1,54665216,54665216,0,0.04689741134643555,995838,881994
2,54665216,54665216,0,0.047304391860961914,995838,881994
3,54665216,54665216,0,0.03127861022949219,995838,881994
4,54665216,54665216,0,0.046900272369384766,995838,881994
5,54665216,54665216,0,0.03171896934509277,995838,881994
6,54665216,54665216,0,0.046885013580322266,995838,881994
7,54669312,54669312,0,0.047432899475097656,995838,881994
8,54669312,54669312,0,0.04689979553222656,995838,881994
9,54669312,54669312,0,0.0473332405090332,995838,881994
