Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,3631030272,3631030272,0,5.011188745498657,58212016,55666258
1,3631034368,3631034368,0,4.3866050243377686,58212016,55666258
2,3631034368,3631034368,0,4.1126487255096436,58212016,55666258
3,3631034368,3631034368,0,3.9973652362823486,58212016,55666258
4,3631034368,3630977024,57344,4.1599812507629395,58212016,55666258
5,3630977024,3630977024,0,4.1115944385528564,58212016,55666258
6,3630977024,3630977024,0,4.124096155166626,58212016,55666258
7,3630981120,3630981120,0,4.06451940536499,58212016,55666258
8,3630981120,3630981120,0,3.986055374145508,58212016,55666258
9,3630981120,3630981120,0,4.063819408416748,58212016,55666258
