Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17383424,17383424,0,0.0,89938,-1
1,17383424,17383424,0,0.0,89938,-1
2,17383424,17383424,0,0.0,89938,-1
3,17383424,17383424,0,0.0,89938,-1
4,17383424,17383424,0,0.0,89938,-1
5,17383424,17383424,0,0.0,89938,-1
6,17383424,17383424,0,0.0,89938,-1
7,17383424,17383424,0,0.0,89938,-1
8,17383424,17383424,0,0.0,89938,-1
9,17383424,17383424,0,0.0,89938,-1
