Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17403904,17403904,0,0.0,28235,-1
1,17403904,17403904,0,0.0,28235,-1
2,17403904,17403904,0,0.0,28235,-1
3,17403904,17403904,0,0.0,28235,-1
4,17403904,17403904,0,0.0,28235,-1
5,17403904,17403904,0,0.0,28235,-1
6,17403904,17403904,0,0.0,28235,-1
7,17403904,17403904,0,0.0,28235,-1
8,17403904,17403904,0,0.0,28235,-1
9,17403904,17403904,0,0.0,28235,-1
