Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,380538880,380538880,0,0.3763148784637451,71458,-1
1,380538880,380538880,0,0.3612515926361084,71458,-1
2,380538880,380538880,0,0.40811634063720703,71458,-1
3,380538880,380538880,0,0.4081697463989258,71458,-1
4,380538880,380538880,0,0.3762636184692383,71458,-1
5,380538880,380538880,0,0.39200520515441895,71458,-1
6,380538880,380538880,0,0.4225475788116455,71458,-1
7,380538880,380538880,0,0.42366862297058105,71458,-1
8,380538880,380538880,0,0.4236774444580078,71458,-1
9,380538880,380538880,0,0.4407660961151123,71458,-1
