Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17485824,17485824,0,0.0,80242,-1
1,17485824,17485824,0,0.0,80242,-1
2,17485824,17485824,0,0.0,80242,-1
3,17485824,17485824,0,0.0,80242,-1
4,17485824,17485824,0,0.0,80242,-1
5,17485824,17485824,0,0.0,80242,-1
6,17485824,17485824,0,0.0,80242,-1
7,17485824,17485824,0,0.0,80242,-1
8,17485824,17485824,0,0.0,80242,-1
9,17485824,17485824,0,0.0,80242,-1
