Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,59572224,59572224,0,0.015631675720214844,62106,62105
1,59572224,59572224,0,0.0,62106,62105
2,59572224,59572224,0,0.0030188560485839844,62106,62105
3,59572224,59572224,0,0.0,62106,62105
4,59572224,59572224,0,0.0,62106,62105
5,59572224,59572224,0,0.0,62106,62105
6,59572224,59572224,0,0.0,62106,62105
7,59572224,59572224,0,0.0,62106,62105
8,59572224,59572224,0,0.0,62106,62105
9,59572224,59572224,0,0.0,62106,62105
