Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,38825984,38825984,0,0.028674840927124023,0,0
1,38830080,38830080,0,0.03125166893005371,0,0
2,38830080,38830080,0,0.031673431396484375,0,0
3,38830080,38830080,0,0.031262874603271484,0,0
4,38830080,38830080,0,0.04026341438293457,0,0
5,38830080,38830080,0,0.0312657356262207,0,0
6,38830080,38830080,0,0.031255483627319336,0,0
7,38834176,38834176,0,0.0316770076751709,0,0
8,38834176,38834176,0,0.031249046325683594,0,0
9,38834176,38834176,0,0.03128504753112793,0,0
