Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17469440,17469440,0,0.0,14878,-1
1,17469440,17469440,0,0.0,14878,-1
2,17469440,17469440,0,0.0,14878,-1
3,17469440,17469440,0,0.0,14878,-1
4,17469440,17469440,0,0.0,14878,-1
5,17469440,17469440,0,0.0,14878,-1
6,17469440,17469440,0,0.0,14878,-1
7,17469440,17469440,0,0.0,14878,-1
8,17469440,17469440,0,0.0,14878,-1
9,17469440,17469440,0,0.0,14878,-1
