Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16941056,16941056,0,0.0,5000,4999
1,16941056,16941056,0,0.0,5000,4999
2,16941056,16941056,0,0.0,5000,4999
3,16941056,16941056,0,0.0,5000,4999
4,16941056,16941056,0,0.0,5000,4999
5,16941056,16941056,0,0.0,5000,4999
6,16941056,16941056,0,0.0,5000,4999
7,16941056,16941056,0,0.0,5000,4999
8,16941056,16941056,0,0.0,5000,4999
9,16941056,16941056,0,0.0,5000,4999
