Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,21364736,21364736,0,0.0,22915,59589
1,21368832,21368832,0,0.01102137565612793,22915,59589
2,21368832,21368832,0,0.0,22915,59589
3,21368832,21368832,0,0.0,22915,59589
4,21368832,21368832,0,0.0,22915,59589
5,21368832,21368832,0,0.0,22915,59589
6,21368832,21368832,0,0.0,22915,59589
7,21372928,21372928,0,0.0,22915,59589
8,21372928,21372928,0,0.0,22915,59589
9,21372928,21372928,0,0.0,22915,59589
