Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,18030592,18030592,0,0.0,8151,6993
1,18030592,18030592,0,0.0,8151,6993
2,18030592,18030592,0,0.0,8151,6993
3,18030592,18030592,0,0.0,8151,6993
4,18030592,18030592,0,0.0,8151,6993
5,18030592,18030592,0,0.0,8151,6993
6,18030592,18030592,0,0.0,8151,6993
7,18030592,18030592,0,0.0,8151,6993
8,18030592,18030592,0,0.0,8151,6993
9,18030592,18030592,0,0.0,8151,6993
