Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,4026159104,4026159104,0,0.015638351440429688,33415,33414
1,4026159104,4026159104,0,0.0020132064819335938,33415,33414
2,4026159104,4026159104,0,0.0,33415,33414
3,4026159104,4026159104,0,0.0,33415,33414
4,4026159104,4026159104,0,0.0,33415,33414
5,4026159104,4026159104,0,0.0,33415,33414
6,4026159104,4026159104,0,0.0,33415,33414
7,4026159104,4026159104,0,0.0,33415,33414
8,4026159104,4026159104,0,0.0,33415,33414
9,4026159104,4026159104,0,0.0,33415,33414
