Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17436672,17436672,0,0.0,8151,8999
1,17436672,17436672,0,0.0,8151,8999
2,17436672,17436672,0,0.0,8151,8999
3,17436672,17436672,0,0.0,8151,8999
4,17436672,17436672,0,0.0,8151,8999
5,17436672,17436672,0,0.0,8151,8999
6,17436672,17436672,0,0.0,8151,8999
7,17436672,17436672,0,0.0,8151,8999
8,17436672,17436672,0,0.0,8151,8999
9,17436672,17436672,0,0.0,8151,8999
