Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16699392,16699392,0,0.0,749,899
1,16699392,16699392,0,0.0,749,899
2,16699392,16699392,0,0.0,749,899
3,16699392,16699392,0,0.0,749,899
4,16699392,16699392,0,0.0,749,899
5,16699392,16699392,0,0.0,749,899
6,16699392,16699392,0,0.0,749,899
7,16699392,16699392,0,0.0,749,899
8,16699392,16699392,0,0.0,749,899
9,16699392,16699392,0,0.0,749,899
