Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,382214144,382214144,0,0.0,7579820,0
1,382218240,382218240,0,0.0,7579820,0
2,382218240,382218240,0,0.0,7579820,0
3,382222336,382222336,0,0.0,7579820,0
4,382222336,382222336,0,0.0,7579820,0
5,382222336,382222336,0,0.0,7579820,0
6,382222336,382222336,0,0.0,7579820,0
7,382222336,382222336,0,0.0,7579820,0
8,382222336,382222336,0,0.0,7579820,0
9,382222336,382222336,0,0.0,7579820,0
