Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17346560,17346560,0,0.0,87778,-1
1,17346560,17346560,0,0.0,87778,-1
2,17346560,17346560,0,0.0,87778,-1
3,17346560,17346560,0,0.0,87778,-1
4,17346560,17346560,0,0.0,87778,-1
5,17346560,17346560,0,0.0,87778,-1
6,17346560,17346560,0,0.0,87778,-1
7,17346560,17346560,0,0.0,87778,-1
8,17346560,17346560,0,0.0,87778,-1
9,17346560,17346560,0,0.0,87778,-1
