Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17350656,17350656,0,0.0,999,998
1,17350656,17350656,0,0.0,999,998
2,17350656,17350656,0,0.0,999,998
3,17350656,17350656,0,0.0,999,998
4,17350656,17350656,0,0.0,999,998
5,17350656,17350656,0,0.0,999,998
6,17350656,17350656,0,0.0,999,998
7,17350656,17350656,0,0.0,999,998
8,17350656,17350656,0,0.0,999,998
9,17350656,17350656,0,0.0,999,998
