Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19095552,19095552,0,0.009565591812133789,16411,44183
1,19095552,19095552,0,0.0,16411,44183
2,19095552,19095552,0,0.0,16411,44183
3,19095552,19095552,0,0.0,16411,44183
4,19095552,19095552,0,0.0,16411,44183
5,19095552,19095552,0,0.0,16411,44183
6,19095552,19095552,0,0.0,16411,44183
7,19095552,19095552,0,0.0,16411,44183
8,19095552,19095552,0,0.0,16411,44183
9,19095552,19095552,0,0.0,16411,44183
