Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19984384,19984384,0,0.0,50000,49999
1,19984384,19984384,0,0.0,50000,49999
2,19984384,19984384,0,0.0,50000,49999
3,19984384,19984384,0,0.0,50000,49999
4,19984384,19984384,0,0.0,50000,49999
5,19984384,19984384,0,0.0,50000,49999
6,19984384,19984384,0,0.0,50000,49999
7,19984384,19984384,0,0.0,50000,49999
8,19984384,19984384,0,0.002017498016357422,50000,49999
9,19984384,19984384,0,0.0,50000,49999
