Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,421474304,421474304,0,0.5176584720611572,9999999,9999999
1,421478400,421478400,0,0.4970734119415283,9999999,9999999
2,421478400,421478400,0,0.7294585704803467,9999999,9999999
3,421478400,421478400,0,0.5270321369171143,9999999,9999999
4,421478400,421478400,0,0.49841761589050293,9999999,9999999
5,421478400,421478400,0,0.4846034049987793,9999999,9999999
6,421482496,421482496,0,0.5300254821777344,9999999,9999999
7,421482496,421482496,0,0.5047259330749512,9999999,9999999
8,421482496,421482496,0,0.4218897819519043,9999999,9999999
9,421482496,421482496,0,0.45313501358032227,9999999,9999999
10,421482496,421482496,0,0.48440122604370117,9999999,9999999
11,421482496,421482496,0,0.43752551078796387,9999999,9999999
12,421482496,421482496,0,0.46877360343933105,9999999,9999999
13,421482496,421482496,0,0.4688124656677246,9999999,9999999
14,421482496,421482496,0,0.48439645767211914,9999999,9999999
15,421482496,421482496,0,0.43140721321105957,9999999,9999999
16,421482496,421482496,0,0.45313191413879395,9999999,9999999
17,421482496,421482496,0,0.4844017028808594,9999999,9999999
18,421482496,421482496,0,0.4374682903289795,9999999,9999999
19,421482496,421482496,0,0.5328807830810547,9999999,9999999
20,421486592,421486592,0,0.594458818435669,9999999,9999999
21,421486592,421486592,0,0.4827723503112793,9999999,9999999
22,421486592,421486592,0,0.45416712760925293,9999999,9999999
23,421486592,421486592,0,0.5304858684539795,9999999,9999999
24,421486592,421486592,0,0.49407219886779785,9999999,9999999
25,421486592,421486592,0,0.7396807670593262,9999999,9999999
26,421486592,421486592,0,0.5141706466674805,9999999,9999999
27,421486592,421486592,0,0.5015318393707275,9999999,9999999
28,421486592,421486592,0,0.4712839126586914,9999999,9999999
29,421486592,421486592,0,0.7959880828857422,9999999,9999999
30,421490688,421490688,0,0.6299984455108643,9999999,9999999
31,421490688,421490688,0,0.5011341571807861,9999999,9999999
