Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19025920,19025920,0,0.0,19408,32387
1,19030016,19030016,0,0.0,19408,32387
2,19030016,19030016,0,0.0,19408,32387
3,19030016,19030016,0,0.0,19408,32387
4,19030016,19030016,0,0.0,19408,32387
5,19030016,19030016,0,0.0,19408,32387
6,19030016,19030016,0,0.0,19408,32387
7,19034112,19034112,0,0.0,19408,32387
8,19034112,19034112,0,0.0,19408,32387
9,19034112,19034112,0,0.002014636993408203,19408,32387
