Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,54718464,54718464,0,0.05733799934387207,95716,806188
1,54718464,54718464,0,0.046881675720214844,95716,806188
2,54718464,54718464,0,0.04736208915710449,95716,806188
3,54718464,54718464,0,0.031246662139892578,95716,806188
4,54718464,54718464,0,0.04738497734069824,95716,806188
5,54718464,54718464,0,0.04688835144042969,95716,806188
6,54718464,54718464,0,0.047308921813964844,95716,806188
7,54718464,54718464,0,0.043309926986694336,95716,806188
8,54718464,54718464,0,0.04730963706970215,95716,806188
9,54718464,54718464,0,0.04689145088195801,95716,806188
