Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17481728,17481728,0,0.0,1999,1999
1,17481728,17481728,0,0.0,1999,1999
2,17481728,17481728,0,0.0,1999,1999
3,17481728,17481728,0,0.0,1999,1999
4,17481728,17481728,0,0.0,1999,1999
5,17481728,17481728,0,0.0,1999,1999
6,17481728,17481728,0,0.0,1999,1999
7,17481728,17481728,0,0.0,1999,1999
8,17481728,17481728,0,0.0,1999,1999
9,17481728,17481728,0,0.0,1999,1999
