Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16670720,16670720,0,0.0,4550,-1
1,16670720,16670720,0,0.0,4550,-1
2,16670720,16670720,0,0.0,4550,-1
3,16670720,16670720,0,0.0,4550,-1
4,16670720,16670720,0,0.0,4550,-1
5,16670720,16670720,0,0.0,4550,-1
6,16670720,16670720,0,0.0,4550,-1
7,16670720,16670720,0,0.0,4550,-1
8,16670720,16670720,0,0.0,4550,-1
9,16670720,16670720,0,0.0,4550,-1
