Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,420712448,420712448,0,0.5156302452087402,9999999,9999999
1,420712448,420712448,0,0.4844024181365967,9999999,9999999
2,420712448,420712448,0,0.5000152587890625,9999999,9999999
3,420712448,420712448,0,0.5156512260437012,9999999,9999999
4,420712448,420712448,0,0.4535648822784424,9999999,9999999
5,420712448,420712448,0,0.4219348430633545,9999999,9999999
6,420712448,420712448,0,0.4062674045562744,9999999,9999999
7,420712448,420712448,0,0.4220700263977051,9999999,9999999
8,420712448,420712448,0,0.39153528213500977,9999999,9999999
9,420712448,420712448,0,0.42224717140197754,9999999,9999999
10,420712448,420712448,0,0.4063260555267334,9999999,9999999
11,420712448,420712448,0,0.4081408977508545,9999999,9999999
12,420712448,420712448,0,0.406083345413208,9999999,9999999
13,420712448,420712448,0,0.43799328804016113,9999999,9999999
14,420712448,420712448,0,0.46877026557922363,9999999,9999999
15,420712448,420712448,0,0.46881723403930664,9999999,9999999
16,420712448,420712448,0,0.4380178451538086,9999999,9999999
17,420712448,420712448,0,0.43752098083496094,9999999,9999999
18,420712448,420712448,0,0.4687633514404297,9999999,9999999
19,420712448,420712448,0,0.4687647819519043,9999999,9999999
20,420712448,420712448,0,0.40625834465026855,9999999,9999999
21,420712448,420712448,0,0.3906581401824951,9999999,9999999
22,420712448,420712448,0,0.4377100467681885,9999999,9999999
23,420712448,420712448,0,0.4220893383026123,9999999,9999999
24,420712448,420712448,0,0.45317959785461426,9999999,9999999
25,420712448,420712448,0,0.45461034774780273,9999999,9999999
26,420712448,420712448,0,0.4687926769256592,9999999,9999999
27,420712448,420712448,0,0.45316147804260254,9999999,9999999
28,420712448,420712448,0,0.5316910743713379,9999999,9999999
29,420712448,420712448,0,0.5,9999999,9999999
30,420712448,420712448,0,0.4843909740447998,9999999,9999999
31,420712448,420712448,0,0.4535953998565674,9999999,9999999
32,420712448,420712448,0,0.5000126361846924,9999999,9999999
33,420712448,420712448,0,0.49999523162841797,9999999,9999999
34,420712448,420712448,0,0.4536151885986328,9999999,9999999
35,420712448,420712448,0,0.4531376361846924,9999999,9999999
36,420712448,420712448,0,0.4843940734863281,9999999,9999999
37,420712448,420712448,0,0.500018835067749,9999999,9999999
38,420712448,420712448,0,0.46876025199890137,9999999,9999999
39,420712448,420712448,0,0.4223167896270752,9999999,9999999
40,420712448,420712448,0,0.43749117851257324,9999999,9999999
41,420712448,420712448,0,0.4375121593475342,9999999,9999999
42,420712448,420712448,0,0.46876978874206543,9999999,9999999
43,420712448,420712448,0,0.4843928813934326,9999999,9999999
44,420712448,420712448,0,0.5000021457672119,9999999,9999999
45,420712448,420712448,0,0.4062495231628418,9999999,9999999
46,420712448,420712448,0,0.3906230926513672,9999999,9999999
47,420712448,420712448,0,0.406252384185791,9999999,9999999
48,420712448,420712448,0,0.4062521457672119,9999999,9999999
49,420712448,420712448,0,0.40624117851257324,9999999,9999999
50,420712448,420712448,0,0.4062528610229492,9999999,9999999
51,420712448,420712448,0,0.4062657356262207,9999999,9999999
52,420712448,420712448,0,0.40625596046447754,9999999,9999999
53,420712448,420712448,0,0.4062767028808594,9999999,9999999
54,420712448,420712448,0,0.4848475456237793,9999999,9999999
55,420712448,420712448,0,0.41930198669433594,9999999,9999999
56,420712448,420712448,0,0.4843869209289551,9999999,9999999
57,420712448,420712448,0,0.42187929153442383,9999999,9999999
58,420712448,420712448,0,0.4218900203704834,9999999,9999999
59,420712448,420712448,0,0.40669798851013184,9999999,9999999
60,420712448,420712448,0,0.4218292236328125,9999999,9999999
61,420712448,420712448,0,0.4373435974121094,9999999,9999999
62,420712448,420712448,0,0.46896958351135254,9999999,9999999
63,420712448,420712448,0,0.4529697895050049,9999999,9999999
64,420712448,420712448,0,0.5002470016479492,9999999,9999999
65,420712448,420712448,0,0.46875429153442383,9999999,9999999
