Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16715776,16715776,0,0.0,11705,-1
1,16715776,16715776,0,0.0,11705,-1
2,16715776,16715776,0,0.0,11705,-1
3,16715776,16715776,0,0.0,11705,-1
4,16715776,16715776,0,0.0,11705,-1
5,16715776,16715776,0,0.0,11705,-1
6,16715776,16715776,0,0.0,11705,-1
7,16715776,16715776,0,0.0,11705,-1
8,16715776,16715776,0,0.0,11705,-1
9,16715776,16715776,0,0.0,11705,-1
