Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,220405760,220405760,0,0.015659809112548828,74450,74449
1,220405760,220405760,0,0.0,74450,74449
2,220405760,220405760,0,0.0,74450,74449
3,220405760,220405760,0,0.0,74450,74449
4,220405760,220405760,0,0.0,74450,74449
5,220405760,220405760,0,0.0,74450,74449
6,220405760,220405760,0,0.0,74450,74449
7,220405760,220405760,0,0.0,74450,74449
8,220405760,220405760,0,0.0,74450,74449
9,220405760,220405760,0,0.0,74450,74449
