Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,3632173056,3632173056,0,0.31986093521118164,21967,6336527
1,3632173056,3632173056,0,0.2826807498931885,21967,6336527
2,3632173056,3632173056,0,0.3139193058013916,21967,6336527
3,3632173056,3632173056,0,0.29823851585388184,21967,6336527
4,3632173056,3632173056,0,0.3138549327850342,21967,6336527
5,3632173056,3632173056,0,0.3139312267303467,21967,6336527
6,3632173056,3632173056,0,0.2988550662994385,21967,6336527
7,3632173056,3632173056,0,0.3139195442199707,21967,6336527
8,3632173056,3632173056,0,0.29823994636535645,21967,6336527
9,3632173056,3632173056,0,0.31441569328308105,21967,6336527
