Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,380522496,380522496,0,0.42366909980773926,7344044,8999999
1,380522496,380522496,0,0.37636852264404297,7344044,8999999
2,380522496,380522496,0,0.4080939292907715,7344044,8999999
3,380522496,380522496,0,0.43982481956481934,7344044,8999999
4,380522496,380522496,0,0.3930354118347168,7344044,8999999
5,380522496,380522496,0,0.3607006072998047,7344044,8999999
6,380522496,380522496,0,0.43976783752441406,7344044,8999999
7,380522496,380522496,0,0.3768482208251953,7344044,8999999
8,380522496,380522496,0,0.4393744468688965,7344044,8999999
9,380522496,380522496,0,0.3611748218536377,7344044,8999999
