Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19091456,19091456,0,0.0,41232,44999
1,19091456,19091456,0,0.0,41232,44999
2,19091456,19091456,0,0.0,41232,44999
3,19091456,19091456,0,0.0,41232,44999
4,19091456,19091456,0,0.0,41232,44999
5,19091456,19091456,0,0.0,41232,44999
6,19091456,19091456,0,0.0,41232,44999
7,19091456,19091456,0,0.0,41232,44999
8,19091456,19091456,0,0.0,41232,44999
9,19091456,19091456,0,0.0,41232,44999
