Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,20000768,20000768,0,0.015660762786865234,67470,-1
1,20000768,20000768,0,0.0,67470,-1
2,20000768,20000768,0,0.0,67470,-1
3,20000768,20000768,0,0.0,67470,-1
4,20000768,20000768,0,0.0,67470,-1
5,20000768,20000768,0,0.0,67470,-1
6,20000768,20000768,0,0.0,67470,-1
7,20000768,20000768,0,0.0,67470,-1
8,20000768,20000768,0,0.0,67470,-1
9,20000768,20000768,0,0.0,67470,-1
