Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,21430272,21430272,0,0.008013725280761719,23054,89999
1,21430272,21430272,0,0.0,23054,89999
2,21430272,21430272,0,0.0,23054,89999
3,21430272,21430272,0,0.0,23054,89999
4,21430272,21430272,0,0.0,23054,89999
5,21430272,21430272,0,0.0,23054,89999
6,21430272,21430272,0,0.0,23054,89999
7,21430272,21430272,0,0.0,23054,89999
8,21430272,21430272,0,0.0,23054,89999
9,21430272,21430272,0,0.0,23054,89999
