Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,37187584,37187584,0,0.015639543533325195,103074,414505
1,37191680,37191680,0,0.0156400203704834,103074,414505
2,37191680,37191680,0,0.015638351440429688,103074,414505
3,37191680,37191680,0,0.016041994094848633,103074,414505
4,37191680,37191680,0,0.015648841857910156,103074,414505
5,37191680,37191680,0,0.015637874603271484,103074,414505
6,37191680,37191680,0,0.031664133071899414,103074,414505
7,37195776,37195776,0,0.015672683715820312,103074,414505
8,37195776,37195776,0,0.015633583068847656,103074,414505
9,37195776,37195776,0,0.015648365020751953,103074,414505
