Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17440768,17440768,0,0.0,61691,-1
1,17440768,17440768,0,0.0,61691,-1
2,17440768,17440768,0,0.0,61691,-1
3,17440768,17440768,0,0.0,61691,-1
4,17440768,17440768,0,0.0,61691,-1
5,17440768,17440768,0,0.0,61691,-1
6,17440768,17440768,0,0.0,61691,-1
7,17440768,17440768,0,0.0,61691,-1
8,17440768,17440768,0,0.0,61691,-1
9,17440768,17440768,0,0.0,61691,-1
