Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,22405120,22405120,0,0.015639781951904297,100000,99999
1,22405120,22405120,0,0.0,100000,99999
2,22405120,22405120,0,0.0,100000,99999
3,22405120,22405120,0,0.0,100000,99999
4,22405120,22405120,0,0.0,100000,99999
5,22405120,22405120,0,0.001035928726196289,100000,99999
6,22405120,22405120,0,0.011528253555297852,100000,99999
7,22405120,22405120,0,0.0,100000,99999
8,22405120,22405120,0,0.0,100000,99999
9,22405120,22405120,0,0.0,100000,99999
