Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19697664,19697664,0,0.0,19408,0
1,19701760,19701760,0,0.0,19408,0
2,19701760,19701760,0,0.0,19408,0
3,19705856,19705856,0,0.0,19408,0
4,19705856,19705856,0,0.0,19408,0
5,19705856,19705856,0,0.0,19408,0
6,19705856,19705856,0,0.0,19408,0
7,19705856,19705856,0,0.0,19408,0
8,19705856,19705856,0,0.0,19408,0
9,19705856,19705856,0,0.0,19408,0
