Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,59568128,59568128,0,0.046892642974853516,999999,999998
1,59568128,59568128,0,0.04731440544128418,999999,999998
2,59568128,59568128,0,0.04690837860107422,999999,999998
3,59568128,59568128,0,0.04732108116149902,999999,999998
4,59568128,59568128,0,0.046885013580322266,999999,999998
5,59568128,59568128,0,0.04736518859863281,999999,999998
6,59568128,59568128,0,0.04688620567321777,999999,999998
7,59568128,59568128,0,0.04735064506530762,999999,999998
8,59568128,59568128,0,0.04731273651123047,999999,999998
9,59568128,59568128,0,0.04691004753112793,999999,999998
