Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,3632123904,3632123904,0,0.0,58212016,0
1,3632128000,3632128000,0,0.0,58212016,0
2,3632128000,3632128000,0,0.0,58212016,0
3,3632132096,3632132096,0,0.0,58212016,0
4,3632132096,3632132096,0,0.0,58212016,0
5,3632132096,3632132096,0,0.0,58212016,0
6,3632132096,3632132096,0,0.0,58212016,0
7,3632132096,3632132096,0,0.0,58212016,0
8,3632132096,3632132096,0,0.0,58212016,0
9,3632132096,3632132096,0,0.0,58212016,0
