Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,22052864,22052864,0,0.0,22915,0
1,22056960,22056960,0,0.0,22915,0
2,22056960,22056960,0,0.0,22915,0
3,22061056,22061056,0,0.0,22915,0
4,22061056,22061056,0,0.0,22915,0
5,22061056,22061056,0,0.0,22915,0
6,22061056,22061056,0,0.0,22915,0
7,22061056,22061056,0,0.0,22915,0
8,22061056,22061056,0,0.0,22915,0
9,22061056,22061056,0,0.0,22915,0
