Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,57970688,57970688,0,0.07854819297790527,0,0
1,57974784,57974784,0,0.08965778350830078,0,0
2,57974784,57974784,0,0.0846550464630127,0,0
3,57974784,57974784,0,0.06252288818359375,0,0
4,57974784,57974784,0,0.06298828125,0,0
5,57974784,57974784,0,0.07854080200195312,0,0
6,57974784,57974784,0,0.0785365104675293,0,0
7,57978880,57978880,0,0.06251931190490723,0,0
8,57978880,57978880,0,0.07858872413635254,0,0
9,57978880,57978880,0,0.07860136032104492,0,0
