Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16945152,16945152,0,0.0,80410,-1
1,16945152,16945152,0,0.0,80410,-1
2,16945152,16945152,0,0.0,80410,-1
3,16945152,16945152,0,0.0,80410,-1
4,16945152,16945152,0,0.0,80410,-1
5,16945152,16945152,0,0.0,80410,-1
6,16945152,16945152,0,0.0,80410,-1
7,16945152,16945152,0,0.0,80410,-1
8,16945152,16945152,0,0.0,80410,-1
9,16945152,16945152,0,0.0,80410,-1
