Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,3631030272,3631030272,0,4.000679969787598,76654,48410359
1,3631030272,3631030272,0,3.9395222663879395,76654,48410359
2,3631030272,3630997504,32768,4.017302989959717,76654,48410359
3,3630997504,3630997504,0,3.988551139831543,76654,48410359
4,3630997504,3630997504,0,3.9870457649230957,76654,48410359
5,3630997504,3630997504,0,3.986673355102539,76654,48410359
6,3630997504,3630997504,0,3.9864072799682617,76654,48410359
7,3630997504,3630997504,0,4.006102085113525,76654,48410359
8,3630997504,3630997504,0,3.8612637519836426,76654,48410359
9,3630997504,3630997504,0,3.97025465965271,76654,48410359
