Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,380022784,380022784,0,0.4492652416229248,7344044,8999999
1,380022784,380022784,0,0.4079580307006836,7344044,8999999
2,380022784,380022784,0,0.3928205966949463,7344044,8999999
3,380022784,380022784,0,0.4337279796600342,7344044,8999999
4,380022784,380022784,0,0.3611307144165039,7344044,8999999
5,380022784,380022784,0,0.3924398422241211,7344044,8999999
6,380022784,380022784,0,0.3854663372039795,7344044,8999999
7,380022784,380022784,0,0.3607215881347656,7344044,8999999
8,380022784,380022784,0,0.3924682140350342,7344044,8999999
9,380022784,380022784,0,0.3767566680908203,7344044,8999999
