Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16846848,16846848,0,0.0,60412,-1
1,16846848,16846848,0,0.0,60412,-1
2,16846848,16846848,0,0.0,60412,-1
3,16846848,16846848,0,0.0,60412,-1
4,16846848,16846848,0,0.0,60412,-1
5,16846848,16846848,0,0.0,60412,-1
6,16846848,16846848,0,0.0,60412,-1
7,16846848,16846848,0,0.0,60412,-1
8,16846848,16846848,0,0.0,60412,-1
9,16846848,16846848,0,0.0,60412,-1
