Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,22097920,22097920,0,0.015644550323486328,23054,89999
1,22097920,22097920,0,0.0,23054,89999
2,22097920,22097920,0,0.0,23054,89999
3,22097920,22097920,0,0.0,23054,89999
4,22097920,22097920,0,0.00551605224609375,23054,89999
5,22097920,22097920,0,0.0,23054,89999
6,22097920,22097920,0,0.0,23054,89999
7,22097920,22097920,0,0.0,23054,89999
8,22097920,22097920,0,0.0,23054,89999
9,22097920,22097920,0,0.0,23054,89999
