Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17387520,17387520,0,0.0,6288,7008
1,17391616,17391616,0,0.0,6288,7008
2,17391616,17391616,0,0.0,6288,7008
3,17391616,17391616,0,0.0,6288,7008
4,17391616,17391616,0,0.0,6288,7008
5,17391616,17391616,0,0.0,6288,7008
6,17391616,17391616,0,0.0,6288,7008
7,17395712,17395712,0,0.0,6288,7008
8,17395712,17395712,0,0.0,6288,7008
9,17395712,17395712,0,0.0,6288,7008
