Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,22102016,22102016,0,0.01563286781311035,45735,-1
1,22102016,22102016,0,0.0,45735,-1
2,22102016,22102016,0,0.0015218257904052734,45735,-1
3,22102016,22102016,0,0.0,45735,-1
4,22102016,22102016,0,0.0,45735,-1
5,22102016,22102016,0,0.0,45735,-1
6,22102016,22102016,0,0.0,45735,-1
7,22102016,22102016,0,0.0,45735,-1
8,22102016,22102016,0,0.0,45735,-1
9,22102016,22102016,0,0.0,45735,-1
