Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16842752,16842752,0,0.0,1209,4499
1,16842752,16842752,0,0.0,1209,4499
2,16842752,16842752,0,0.0,1209,4499
3,16842752,16842752,0,0.0,1209,4499
4,16842752,16842752,0,0.0,1209,4499
5,16842752,16842752,0,0.0,1209,4499
6,16842752,16842752,0,0.0,1209,4499
7,16842752,16842752,0,0.0,1209,4499
8,16842752,16842752,0,0.0,1209,4499
9,16842752,16842752,0,0.0,1209,4499
