Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16871424,16871424,0,0.0,21631,-1
1,16871424,16871424,0,0.0,21631,-1
2,16871424,16871424,0,0.0,21631,-1
3,16871424,16871424,0,0.0,21631,-1
4,16871424,16871424,0,0.0,21631,-1
5,16871424,16871424,0,0.0,21631,-1
6,16871424,16871424,0,0.0,21631,-1
7,16871424,16871424,0,0.0,21631,-1
8,16871424,16871424,0,0.0,21631,-1
9,16871424,16871424,0,0.0,21631,-1
