Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,37675008,37675008,0,0.0,103074,0
1,37679104,37679104,0,0.0,103074,0
2,37679104,37679104,0,0.0,103074,0
3,37683200,37683200,0,0.0,103074,0
4,37683200,37683200,0,0.0,103074,0
5,37683200,37683200,0,0.0,103074,0
6,37683200,37683200,0,0.0,103074,0
7,37683200,37683200,0,0.0,103074,0
8,37683200,37683200,0,0.0,103074,0
9,37683200,37683200,0,0.0,103074,0
