Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16760832,16760832,0,0.0,1000,999
1,16760832,16760832,0,0.0,1000,999
2,16760832,16760832,0,0.0,1000,999
3,16760832,16760832,0,0.0,1000,999
4,16760832,16760832,0,0.0,1000,999
5,16760832,16760832,0,0.0,1000,999
6,16760832,16760832,0,0.0,1000,999
7,16760832,16760832,0,0.0,1000,999
8,16760832,16760832,0,0.0,1000,999
9,16760832,16760832,0,0.0,1000,999
