Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,55386112,55386112,0,0.010033845901489258,657723,29711
1,55386112,55386112,0,0.0,657723,29711
2,55386112,55386112,0,0.0,657723,29711
3,55386112,55386112,0,0.0,657723,29711
4,55386112,55386112,0,0.0,657723,29711
5,55386112,55386112,0,0.0,657723,29711
6,55386112,55386112,0,0.0,657723,29711
7,55386112,55386112,0,0.0,657723,29711
8,55386112,55386112,0,0.0,657723,29711
9,55386112,55386112,0,0.0,657723,29711
