Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,421453824,421453824,0,0.5021507740020752,55729,-1
1,421453824,421453824,0,0.5017428398132324,55729,-1
2,421453824,421453824,0,0.48665738105773926,55729,-1
3,421453824,421453824,0,0.4866812229156494,55729,-1
4,421453824,421453824,0,0.42360448837280273,55729,-1
5,421453824,421453824,0,0.4242100715637207,55729,-1
6,421453824,421453824,0,0.4392390251159668,55729,-1
7,421453824,421453824,0,0.48617124557495117,55729,-1
8,421453824,421453824,0,0.4225454330444336,55729,-1
9,421453824,421453824,0,0.43975257873535156,55729,-1
