Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,16699392,16699392,0,0.0,86917,-1
1,16699392,16699392,0,0.0,86917,-1
2,16699392,16699392,0,0.0,86917,-1
3,16699392,16699392,0,0.0,86917,-1
4,16699392,16699392,0,0.0,86917,-1
5,16699392,16699392,0,0.0,86917,-1
6,16699392,16699392,0,0.0,86917,-1
7,16699392,16699392,0,0.0,86917,-1
8,16699392,16699392,0,0.0,86917,-1
9,16699392,16699392,0,0.0,86917,-1
