Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,17219584,17219584,0,0.0,35577,-1
1,17219584,17219584,0,0.0,35577,-1
2,17219584,17219584,0,0.0,35577,-1
3,17219584,17219584,0,0.0,35577,-1
4,17219584,17219584,0,0.0,35577,-1
5,17219584,17219584,0,0.0,35577,-1
6,17219584,17219584,0,0.0,35577,-1
7,17219584,17219584,0,0.0,35577,-1
8,17219584,17219584,0,0.0,35577,-1
9,17219584,17219584,0,0.0,35577,-1
