Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,19742720,19742720,0,0.015631675720214844,15937,-1
1,19742720,19742720,0,0.0,15937,-1
2,19742720,19742720,0,0.0,15937,-1
3,19742720,19742720,0,0.0,15937,-1
4,19742720,19742720,0,0.0,15937,-1
5,19742720,19742720,0,0.0,15937,-1
6,19742720,19742720,0,0.0,15937,-1
7,19742720,19742720,0,0.0,15937,-1
8,19742720,19742720,0,0.0,15937,-1
9,19742720,19742720,0,0.0,15937,-1
