Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,4031594496,4031594496,0,4.5187156200408936,100000000,99999999
1,4031594496,4031594496,0,4.394570827484131,100000000,99999999
2,4031594496,4031594496,0,4.4576146602630615,100000000,99999999
3,4031594496,4031594496,0,4.487085580825806,100000000,99999999
4,4031594496,4031594496,0,4.29879355430603,100000000,99999999
5,4031594496,4031594496,0,4.377867937088013,100000000,99999999
6,4031594496,4031594496,0,4.614410877227783,100000000,99999999
7,4031594496,4031594496,0,4.504161834716797,100000000,99999999
8,4031594496,4031594496,0,4.3746325969696045,100000000,99999999
9,4031594496,4031594496,0,4.487105369567871,100000000,99999999
