Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,18034688,18034688,0,0.0,56791,-1
1,18034688,18034688,0,0.0,56791,-1
2,18034688,18034688,0,0.0,56791,-1
3,18034688,18034688,0,0.0,56791,-1
4,18034688,18034688,0,0.0,56791,-1
5,18034688,18034688,0,0.0,56791,-1
6,18034688,18034688,0,0.0,56791,-1
7,18034688,18034688,0,0.0,56791,-1
8,18034688,18034688,0,0.0,56791,-1
9,18034688,18034688,0,0.0,56791,-1
