Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,37244928,37244928,0,0.015636444091796875,87222,289283
1,37244928,37244928,0,0.015642642974853516,87222,289283
2,37244928,37244928,0,0.01866316795349121,87222,289283
3,37244928,37244928,0,0.03127479553222656,87222,289283
4,37244928,37244928,0,0.01563239097595215,87222,289283
5,37244928,37244928,0,0.02020120620727539,87222,289283
6,37244928,37244928,0,0.015648603439331055,87222,289283
7,37244928,37244928,0,0.015661239624023438,87222,289283
8,37244928,37244928,0,0.015640735626220703,87222,289283
9,37244928,37244928,0,0.0162045955657959,87222,289283
