Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.0,0.000228,0.14105606079101562,29637,-1
1,0.0,0.000228,0.15707755088806152,29637,-1
2,0.0,0.000228,0.15665364265441895,29637,-1
3,0.0,0.000228,0.1570742130279541,29637,-1
4,0.0,0.000228,0.1570732593536377,29637,-1
