Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,39378944,39378944,0,0.015641450881958008,32242,32241
1,39378944,39378944,0,0.0,32242,32241
2,39378944,39378944,0,0.0,32242,32241
3,39378944,39378944,0,0.0,32242,32241
4,39378944,39378944,0,0.0,32242,32241
5,39378944,39378944,0,0.0,32242,32241
6,39378944,39378944,0,0.0,32242,32241
7,39378944,39378944,0,0.0,32242,32241
8,39378944,39378944,0,0.0,32242,32241
9,39378944,39378944,0,0.0,32242,32241
