Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,21819392,21819392,0,0.020163536071777344,18393,18392
1,21819392,21819392,0,0.0,18393,18392
2,21819392,21819392,0,0.0,18393,18392
3,21819392,21819392,0,0.0,18393,18392
4,21819392,21819392,0,0.0,18393,18392
5,21819392,21819392,0,0.0,18393,18392
6,21819392,21819392,0,0.0,18393,18392
7,21819392,21819392,0,0.0,18393,18392
8,21819392,21819392,0,0.0,18393,18392
9,21819392,21819392,0,0.0,18393,18392
