Iteracao,Uso de Memoria - Inicial (bytes),Uso de Memoria - Final (bytes),Uso de Memoria - Diferenca (bytes),Tempo de Execucao (s),Valor Procurado,Indice no Vetor
0,221552640,221552640,0,0.20352983474731445,1,1
1,221556736,221556736,0,0.21966552734375,1,1
2,221556736,221556736,0,0.2357931137084961,1,1
3,221556736,221556736,0,0.2040104866027832,1,1
4,221556736,221556736,0,0.23536920547485352,1,1
5,221556736,221556736,0,0.20246481895446777,1,1
6,221556736,221556736,0,0.2348167896270752,1,1
7,221560832,221560832,0,0.20363211631774902,1,1
8,221560832,221560832,0,0.2196516990661621,1,1
9,221560832,221560832,0,0.20403385162353516,1,1
